"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"The Italian Job"	"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles."	"ACTION,CRIME"	"67.0"	"/movie/9654"	"May 30, 2003"
"Novitiate"	"In the early 1960s, during the Vatican II era, a young woman training to become a nun struggles with issues of faith, sexuality and the changing church."	"DRAMA"	"67.0"	"/movie/411976"	"October 27, 2017"
"Blackhat"	"A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong."	"CRIME,DRAMA,MYSTERY"	"53.0"	"/movie/201088"	"January 16, 2015"
"Our Souls at Night"	"Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour."	"ROMANCE,DRAMA"	"64.0"	"/movie/433252"	"September 29, 2017"
"Asterix & Obelix Take on Caesar"	"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them."	"FAMILY,ADVENTURE,COMEDY,FANTASY"	"59.0"	"/movie/9564"	"February 1, 1999"
"The Nice Guys"	"A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy."	"ACTION,COMEDY,CRIME,MYSTERY"	"70"	"/movie/290250"	"May 20, 2016"
"Warm Bodies"	"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world."	"HORROR,COMEDY,ROMANCE"	"64.0"	"/movie/82654"	"February 1, 2013"
"The Road to El Dorado"	"After a failed swindle, two con-men end up with a map to El Dorado, the fabled "city of gold," and an unintended trip to the New World. Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods. The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?"	"ADVENTURE,ANIMATION,COMEDY,FAMILY"	"71.0"	"/movie/10501"	"March 31, 2000"
"Saw IV"	"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences."	"HORROR,THRILLER,CRIME"	"61.0"	"/movie/663"	"October 25, 2007"
"The Mountain Between Us"	"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness."	"ROMANCE,ADVENTURE,DRAMA"	"65.0"	"/movie/290512"	"October 6, 2017"
"Manchester by the Sea"	"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised."	"DRAMA"	"75.0"	"/movie/334541"	"November 18, 2016"
"Miracles from Heaven"	"\When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired."	"DRAMA"	"69.0"	"/movie/339984"	"March 18, 2016"
"Total Recall"	"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate."	"ACTION,SCIENCE FICTION,ADVENTURE,THRILLER"	"59.0"	"/movie/64635"	"August 3, 2012"
"Once Upon a Time in Venice"	"Steve Ford is a private detective in Venice Beach, Calif., who's good with the ladies, bad with the punches and wild about his dog Buddy. When local thugs steal Buddy, Ford turns to Spyder, their devious leader, and forges an unlikely alliance. With help from his best friend, Steve pulls out the big guns to retrieve Spyder's stolen cash and cocaine and save Buddy."	"ACTION,COMEDY,THRILLER,MYSTERY"	"52.0"	"/movie/345915"	"June 16, 2017"
"Casablanca"	"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications."	"DRAMA,ROMANCE"	"81.0"	"/movie/289"	"November 26, 1942"
"Jennifer's Body"	"A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?"	"COMEDY,HORROR"	"54.0"	"/movie/19994"	"September 18, 2009"
"Gifted"	"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."	"DRAMA,FAMILY,COMEDY"	"79.0"	"/movie/400928"	"April 12, 2017"
"Hang 'em High"	"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice."	"WESTERN"	"68.0"	"/movie/4929"	"July 31, 1968"
"Jumper"	"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!"	"ADVENTURE,FANTASY,SCIENCE FICTION"	"60"	"/movie/8247"	"February 10, 2008"
"Silent Hill"	"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game."	"HORROR,MYSTERY"	"64.0"	"/movie/588"	"April 21, 2006"
"The Big Sick"	"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings."	"COMEDY,DRAMA,ROMANCE"	"75.0"	"/movie/416477"	"June 23, 2017"
"Conan the Barbarian"	"A film adaptation of the classic sword and sorcery hero, Conan the Barbarian. A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills."	"ADVENTURE,FANTASY,ACTION"	"67.0"	"/movie/9387"	"May 14, 1982"
"The Danish Girl"	"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer."	"DRAMA"	"76.0"	"/movie/306819"	"November 27, 2015"
"Catwoman"	"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say "cat and mouse," handsome gumshoe Tom Lone is on her tail."	"ACTION,FANTASY,MYSTERY"	"44.0"	"/movie/314"	"July 23, 2004"
"Demolition Man"	"Simon Phoenix, a violent criminal cryogenically frozen in 1996, escapes during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, who had also been cryogenically frozen after being wrongfully accused of killing 30 innocent people while apprehending Phoenix."	"CRIME,ACTION,SCIENCE FICTION"	"65.0"	"/movie/9739"	"October 8, 1993"
"Judge Dredd"	"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes."	"SCIENCE FICTION"	"55.0"	"/movie/9482"	"June 30, 1995"
"American Pie Presents: Beta House"	"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party."	"COMEDY"	"54.0"	"/movie/8277"	"December 10, 2007"
"Father Figures"	"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him."	"COMEDY"	"58.0"	"/movie/354861"	"December 22, 2017"
"Resident Evil: Vendetta"	"BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York."	"HORROR,ADVENTURE,MYSTERY,ANIMATION,ACTION,SCIENCE FICTION"	"64.0"	"/movie/400136"	"June 19, 2017"
"Minions"	"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world."	"FAMILY,ANIMATION,ADVENTURE,COMEDY"	"64.0"	"/movie/211672"	"July 10, 2015"
"American Gangster"	"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story."	"DRAMA,CRIME"	"75.0"	"/movie/4982"	"November 2, 2007"
"A Cinderella Christmas"	"Angie works hard to run her uncle’s events business while her cousin Candace takes the credit. When Angie takes a night off to have fun at the Christmasquerade Ball, the mask and gown allow her to let loose, and she quickly catches the eye of Nicholas, a wealthy local bachelor. But then Angie has to go before revealing her identity, leaving Nicholas searching for his mystery woman in this modern take on the classic fairy tale."	"ROMANCE,COMEDY"	"67.0"	"/movie/426808"	"December 4, 2016"
"Murder at 1600"	"A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit."	"ACTION,DRAMA,MYSTERY,THRILLER,CRIME"	"59.0"	"/movie/9415"	"April 18, 1997"
"Spy Kids 3-D: Game Over"	"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."	"ACTION,ADVENTURE,COMEDY,FAMILY,SCIENCE FICTION"	"49.0"	"/movie/12279"	"July 25, 2003"
"Warrior"	"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother, an ex-marine with a tragic past."	"ACTION,DRAMA"	"78.0"	"/movie/59440"	"September 9, 2011"
"The Fighter"	"The Fighter, is a drama about boxer "Irish" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime."	"DRAMA"	"73.0"	"/movie/45317"	"December 17, 2010"
"Mystic Pizza"	"Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut."	"COMEDY,DRAMA,ROMANCE"	"62.0"	"/movie/11191"	"October 13, 1988"
"Unsane"	"A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear."	"HORROR,THRILLER"	"62.0"	"/movie/467660"	"March 23, 2018"
"The Voyeur"	"At a college in Rome, a professor, nicknamed "Dodo" is in a deep depression. His stunningly beautiful wife has just left him for another man. Dodo wants her back very badly and has erotic daydreams about her. A beautiful young student in his class asks him for a ride home and seduces the lucky man, but still he wonders about his wife and her lover."	"DRAMA,ROMANCE"	"43.0"	"/movie/27066"	"January 27, 1994"
"Dawn of the Dead"	"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name."	"FANTASY,HORROR,ACTION,DRAMA"	"69.0"	"/movie/924"	"March 19, 2004"
"River Runs Red"	"When the son of a successful judge is killed by two police officers and the system sets them free, a hardened veteran detective finds some incriminating files on the officers and the judge teams up with another mourning father to take the law into his own hands."	"THRILLER"	"39.0"	"/movie/548754"	"November 9, 2018"
"The 13th Warrior"	"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend."	"ACTION,ADVENTURE,HISTORY"	"64.0"	"/movie/1911"	"August 27, 1999"
"The Last Samurai"	"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist."	"DRAMA,ACTION,WAR,HISTORY"	"74.0"	"/movie/616"	"December 5, 2003"
"Panic Room"	"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it."	"CRIME,DRAMA,THRILLER"	"67.0"	"/movie/4547"	"March 29, 2002"
"Are You Here"	"When Steve Dallas, a womanizing local weatherman, hears that his off-the-grid best friend Ben Baker has lost his estranged father, the two return to Ben's childhood home. Once there, they discover Ben has inherited the family fortune, and the ill-equipped duo must battle Ben's formidable sister and deal with his father's gorgeous 25-year old widow."	"COMEDY"	"52.0"	"/movie/209244"	"August 22, 2014"
"The Little Prince"	"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met."	"ADVENTURE,ANIMATION,FANTASY"	"76.0"	"/movie/309809"	"August 5, 2016"
"Kidnap"	"A mother (in her Minivan) stops at nothing to recover her kidnapped son."	"DRAMA,THRILLER"	"60"	"/movie/293768"	"August 4, 2017"
"The Outsider"	"A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka."	"CRIME,DRAMA,MYSTERY"	"61.0"	"/movie/199928"	"March 9, 2018"
"The Invisible Guest"	""The Invisible Guest” turns on a young businessman who wakes up in a hotel room locked from the inside with the dead body of his lover next to him. He hires a prestigious lawyer, and over one night they work together to clarify what happened in a frenetic race against time."	"MYSTERY,CRIME,THRILLER"	"82.0"	"/movie/411088"	"September 22, 2016"
"The Graduate"	"Benjamin, a recent college graduate is very worried about his future, he then finds himself in a love triangle with an older woman and her daughter."	"COMEDY,DRAMA"	"76.0"	"/movie/37247"	"December 21, 1967"
"Jackass Presents: Bad Grandpa"	"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy."	"COMEDY"	"60"	"/movie/208134"	"October 25, 2013"
"Annabelle"	"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle."	"HORROR"	"56.0"	"/movie/250546"	"October 3, 2014"
"Unlocked"	"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised. Running for her life, she turns to a former soldier to help her prevent a lethal biological attack on the citizens of London."	"ACTION,THRILLER"	"62.0"	"/movie/291276"	"September 1, 2017"
"The Wizard of Lies"	"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family."	"CRIME,DRAMA,HISTORY,THRILLER,TV MOVIE"	"65.0"	"/movie/363992"	"May 20, 2017"
"Enchanted"	"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a "happily ever after" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?"	"COMEDY,FAMILY,FANTASY,ROMANCE"	"66.0"	"/movie/4523"	"November 20, 2007"
"Jack Ryan: Shadow Recruit"	"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."	"ACTION,DRAMA,THRILLER"	"60"	"/movie/137094"	"January 17, 2014"
"November Criminals"	"When Addison investigates the murder of his friend Kevin with the help of Phoebe, they discover that the truth is darker than they had ever imagined."	"CRIME,DRAMA,MYSTERY,THRILLER"	"51.0"	"/movie/317091"	"December 8, 2017"
"The Dressmaker"	"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town."	"DRAMA"	"70"	"/movie/298382"	"October 1, 2015"
"How to Lose a Guy in 10 Days"	"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire."	"COMEDY,ROMANCE"	"65.0"	"/movie/9919"	"February 7, 2003"
"Monsters"	"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain "the creatures," while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border."	"DRAMA,THRILLER,SCIENCE FICTION"	"62.0"	"/movie/43933"	"October 29, 2010"
"Dragon Ball Z: Lord Slug"	"A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang."	"ACTION,ANIMATION,ADVENTURE"	"59.0"	"/movie/39102"	"March 19, 1991"
"Hitchcock"	"HITCHCOCK follows the relationship between director Alfred Hitchcock and his wife Alma Reville during the making of his most famous film, PSYCHO, and the trials and tribulations the director faced from Hollywood censors."	"DRAMA"	"64.0"	"/movie/112336"	"November 23, 2012"
"Point Break"	"In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information."	"ACTION,THRILLER,CRIME"	"70"	"/movie/1089"	"July 12, 1991"
"Resident Evil"	"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world."	"HORROR,ACTION,SCIENCE FICTION"	"65.0"	"/movie/1576"	"March 15, 2002"
"Before I Go to Sleep"	"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her."	"MYSTERY,THRILLER"	"64.0"	"/movie/204922"	"October 31, 2014"
"The Five-Year Engagement"	"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle."	"ROMANCE,COMEDY"	"58.0"	"/movie/72207"	"April 27, 2012"
"The Sting"	"Set in the 1930s this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang."	"COMEDY,CRIME,DRAMA"	"80"	"/movie/9277"	"December 25, 1973"
"Patriots Day"	"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again."	"CRIME,DRAMA,THRILLER"	"69.0"	"/movie/388399"	"December 21, 2016"
"Bachelor Party"	"This outrageously funny look at one man's final moments of bachelorhood stars Tom Hanks as Rick, reluctant recipient of a bachelor bash given by a group of friends who view partying as their full-time religion. Rick's worried fiancée, Debbie (Tawny Kitaen), dresses up in disguise and crashes the party to spy on her future husband."	"COMEDY"	"59.0"	"/movie/12309"	"June 29, 1984"
"The Monuments Men"	"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners. With the art hidden behind enemy lines, how could these guys hope to succeed?"	"WAR,DRAMA,HISTORY,ACTION"	"59.0"	"/movie/152760"	"February 7, 2014"
"Mad Max 2"	"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape."	"ADVENTURE,ACTION,THRILLER,SCIENCE FICTION"	"74.0"	"/movie/8810"	"May 21, 1982"
"The Ugly Truth"	"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result."	"COMEDY,ROMANCE"	"65.0"	"/movie/20943"	"July 24, 2009"
"The Devil's Advocate"	"A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself."	"DRAMA,MYSTERY,THRILLER,FANTASY"	"73.0"	"/movie/1813"	"October 17, 1997"
"Going in Style"	"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money."	"CRIME,COMEDY,DRAMA"	"66.0"	"/movie/353070"	"April 7, 2017"
"The Tale of the Princess Kaguya"	"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime."	"ANIMATION,DRAMA,FANTASY"	"82.0"	"/movie/149871"	"October 17, 2014"
"As Good as It Gets"	"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast."	"COMEDY,ROMANCE"	"74.0"	"/movie/2898"	"December 19, 1997"
"Friends with Benefits"	"Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications."	"ROMANCE,COMEDY"	"66.0"	"/movie/50544"	"July 21, 2011"
"I Spit on Your Grave"	"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson."	"THRILLER,CRIME,HORROR"	"64.0"	"/movie/43947"	"October 8, 2010"
"Easy A"	"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all."	"COMEDY"	"68.0"	"/movie/37735"	"September 17, 2010"
"Miss You Already"	"The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill."	"COMEDY,DRAMA,ROMANCE"	"74.0"	"/movie/290762"	"November 6, 2015"
"There's Something About Mary"	"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her."	"ROMANCE,COMEDY"	"65.0"	"/movie/544"	"July 15, 1998"
"Basic Instinct"	"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved."	"THRILLER,MYSTERY"	"66.0"	"/movie/402"	"March 20, 1992"
"Never Back Down: No Surrender"	"Picking up after the events of Never Back Down 2, former MMA champion Case Walker is on the comeback trail to become champion once again."	"DRAMA,ACTION"	"65.0"	"/movie/391757"	"June 7, 2016"
"Batman: Gotham by Gaslight"	"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper."	"THRILLER,ACTION,ANIMATION,SCIENCE FICTION"	"65.0"	"/movie/471474"	"January 12, 2018"
"Scream 2"	"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself."	"HORROR,MYSTERY"	"63.0"	"/movie/4233"	"December 9, 1997"
"Freaky Friday"	"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives."	"COMEDY,SCIENCE FICTION"	"62.0"	"/movie/10330"	"August 3, 2003"
"Superman III"	"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer."	"COMEDY,ACTION,ADVENTURE,FANTASY,SCIENCE FICTION"	"53.0"	"/movie/9531"	"June 17, 1983"
"Teenage Mutant Ninja Turtles: Out of the Shadows"	"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang."	"ACTION,ADVENTURE,COMEDY,FAMILY,SCIENCE FICTION"	"59.0"	"/movie/308531"	"June 3, 2016"
"How the Grinch Stole Christmas!"	"Bitter and hateful, the Grinch is irritated at the thought of the nearby village having a happy time celebrating Christmas. So disguised as Santa Claus, with his dog made to look like a reindeer, he raids the village to steal all the Christmas things. The village is sure to have a sad Christmas this year."	"ANIMATION,FAMILY,COMEDY"	"74.0"	"/movie/13377"	"December 18, 1966"
"The Autopsy of Jane Doe"	"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the beautiful young "Jane Doe," they discover increasingly bizarre clues that hold the key to her terrifying secrets."	"HORROR,MYSTERY"	"65.0"	"/movie/397243"	"December 21, 2016"
"Men in Hope"	"Charming bon vivant Rudolf is convinced that infidelity is the basis for a happy marriage, since, after all, a woman does not want to be bored with her partner."	"COMEDY,ROMANCE"	"67.0"	"/movie/85621"	"August 25, 2011"
"Acts of Vengeance"	"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge."	"THRILLER,ACTION,DRAMA"	"57.0"	"/movie/445954"	"October 27, 2017"
