"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"Skyscraper"	"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building."	"ACTION"	"62.0"	"/movie/447200"	"July 13, 2018"
"Pirates of the Caribbean: The Curse of the Black Pearl"	"Jack Sparrow, a freewheeling 19th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her."	"ADVENTURE,FANTASY,ACTION"	"76.0"	"/movie/22"	"July 9, 2003"
"Blade Runner 2049"	"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."	"SCIENCE FICTION,THRILLER"	"73.0"	"/movie/335984"	"October 6, 2017"
"Inception"	"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: "inception", the implantation of another person's idea into a target's subconscious."	"ACTION,THRILLER,SCIENCE FICTION,MYSTERY,ADVENTURE"	"82.0"	"/movie/27205"	"July 16, 2010"
"Sicario: Day of the Soldado"	"Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border."	"ACTION,CRIME,DRAMA,THRILLER"	"67.0"	"/movie/400535"	"June 29, 2018"
"Inside Out"	"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school."	"DRAMA,COMEDY,ANIMATION,FAMILY"	"80"	"/movie/150540"	"June 19, 2015"
"The Martian"	"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."	"DRAMA,ADVENTURE,SCIENCE FICTION"	"77.0"	"/movie/286217"	"October 2, 2015"
"The Matrix"	"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth."	"ACTION,SCIENCE FICTION"	"81.0"	"/movie/603"	"March 30, 1999"
"To All the Boys I've Loved Before"	"Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out."	"COMEDY,ROMANCE"	"80"	"/movie/466282"	"August 16, 2018"
"Ratsasan"	"A serial killer is murdering school girls, and a newbie cop has to track him down before the victim count increases."	"ACTION,THRILLER,DRAMA"	"79.0"	"/movie/412862"	"October 5, 2018"
"A Christmas Carol"	"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption."	"ANIMATION,DRAMA,FAMILY,HORROR"	"67.0"	"/movie/17979"	"November 6, 2009"
"Johnny English Strikes Again"	"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology."	"ADVENTURE,FAMILY,ACTION,COMEDY"	"62.0"	"/movie/463272"	"October 26, 2018"
"The First Purge"	"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation."	"ACTION,SCIENCE FICTION,THRILLER,HORROR"	"58.0"	"/movie/442249"	"July 4, 2018"
"Wonder Woman"	"An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict."	"ACTION,ADVENTURE,FANTASY,WAR"	"73.0"	"/movie/297762"	"June 2, 2017"
"The Lord of the Rings: The Return of the King"	"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm."	"ADVENTURE,FANTASY,ACTION"	"84.0"	"/movie/122"	"December 17, 2003"
"I Still See You"	"A spellbinding and romantic supernatural thriller. Ten years after an apocalyptic event left the world haunted by ghosts, Roni receives a threatening message from beyond the grave. Joining forces with a mysterious classmate, Kirk, Roni descends into a shadow world that blurs the bounds of the living and the dead-and begins a desperate race against time to stop a cunning killer."	"THRILLER,FANTASY"	"73.0"	"/movie/448095"	"October 12, 2018"
"Spider-Man: Homecoming"	"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."	"ACTION,ADVENTURE,SCIENCE FICTION,DRAMA"	"74.0"	"/movie/315635"	"July 7, 2017"
"The Equalizer"	"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer."	"THRILLER,ACTION,CRIME"	"72.0"	"/movie/156022"	"September 26, 2014"
"Fifty Shades Freed"	"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins."	"DRAMA,ROMANCE"	"61.0"	"/movie/337167"	"February 9, 2018"
"Roma"	"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time."	"DRAMA"	"84.0"	"/movie/426426"	"November 21, 2018"
"Thor"	"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."	"ADVENTURE,FANTASY,ACTION"	"67.0"	"/movie/10195"	"May 6, 2011"
"Harry Potter and the Chamber of Secrets"	"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks."	"ADVENTURE,FANTASY,FAMILY"	"76.0"	"/movie/672"	"November 15, 2002"
"Ex Machina"	"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl."	"DRAMA,SCIENCE FICTION"	"76.0"	"/movie/264660"	"April 10, 2015"
"The Spy Who Dumped Me"	"Audrey and Morgan, two thirty-year-old best friends in Los Angeles, are thrust unexpectedly into an international conspiracy when Audrey’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail."	"ACTION,COMEDY"	"64.0"	"/movie/454992"	"August 3, 2018"
"Star Wars"	"Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire."	"ADVENTURE,ACTION,SCIENCE FICTION"	"82.0"	"/movie/11"	"May 25, 1977"
"Split"	"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart."	"HORROR,THRILLER"	"72.0"	"/movie/381288"	"January 20, 2017"
"Alien"	"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."	"HORROR,SCIENCE FICTION"	"80"	"/movie/348"	"May 25, 1979"
"Nightcrawler"	"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran."	"CRIME,DRAMA,THRILLER"	"77.0"	"/movie/242582"	"October 31, 2014"
"Star Wars: The Force Awakens"	"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers."	"ACTION,ADVENTURE,SCIENCE FICTION,FANTASY"	"74.0"	"/movie/140607"	"December 18, 2015"
"Doctor Strange"	"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil."	"ACTION,ADVENTURE,FANTASY,SCIENCE FICTION"	"73.0"	"/movie/284052"	"November 4, 2016"
"Lizzie"	"Massachusetts, 1892. An unmarried woman of 32 and a social outcast, Lizzie lives a claustrophobic life under her father's cold and domineering control. When Bridget Sullivan, a young maid, comes to work for the family, Lizzie finds a sympathetic, kindred spirit, and a secret intimacy soon blossoms into a wicked plan."	"CRIME,DRAMA,THRILLER"	"42.0"	"/movie/460071"	"September 14, 2018"
"Beyond White Space"	"When a deep space fishing vessel is robbed by a gang of pirates, the Captain makes a daring decision to go after a rare and nearly extinct species. His obsession propels them further into space as the crew spins toward mutiny and betrayal."	"SCIENCE FICTION,THRILLER"	"30"	"/movie/560704"	"December 14, 2018"
"The Lord of the Rings: The Two Towers"	"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."	"ADVENTURE,FANTASY,ACTION"	"82.0"	"/movie/121"	"December 18, 2002"
"Alien: Covenant"	"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition."	"HORROR,SCIENCE FICTION,THRILLER"	"59.0"	"/movie/126889"	"May 19, 2017"
"Kin"	"A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset."	"SCIENCE FICTION,ACTION"	"63.0"	"/movie/425505"	"August 31, 2018"
"Logan"	"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces."	"ACTION,DRAMA,SCIENCE FICTION"	"78.0"	"/movie/263115"	"March 3, 2017"
"Pulp Fiction"	"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."	"THRILLER,CRIME"	"84.0"	"/movie/680"	"October 14, 1994"
"It's a Wonderful Life"	"A holiday favourite for generations... George Bailey has spent his entire life giving to the people of Bedford Falls. All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company. But on Christmas Eve the business's $8,000 is lost and George's troubles begin."	"DRAMA,FAMILY,FANTASY"	"82.0"	"/movie/1585"	"January 7, 1947"
"Avengers: Endgame"	"The culmination of 22 interconnected films and the turning point of the beloved heroes' epic journey, as they come to truly understand how fragile their reality is and the sacrifices that must be made to uphold it."	"ADVENTURE,SCIENCE FICTION,ACTION"	"0"	"/movie/299534"	"April 26, 2019"
